ID,ID_String,Twitter_Name,Twitter_Username,Location,followers_count,friends_count,listed_count,created_at,favourites_count,favourites_count,verified,statuses_count
880594831,880594831,Festwiz,festwiz,"Federal Capital Territory, Nig",487,305,5,Sun Oct 14 17:29:43 +0000 2012,807,807,false,2727
1308496808247726000,1308496808247726082,Apa misk,Abamisk1,,22,273,0,Tue Sep 22 20:02:49 +0000 2020,145,145,false,308
1493887947908972500,1493887947908972548,Phúc Nguyên,PhcNguy96307718,,0,33,0,Wed Feb 16 10:00:19 +0000 2022,26,26,false,33
1493868758083174400,1493868758083174400,Vũ Hồng,VHng25083034,,0,36,0,Wed Feb 16 08:44:04 +0000 2022,29,29,false,41
1057247442905616400,1057247442905616385,EsmaiL Hosen,Esmailhosen7,,961,2815,1,Tue Oct 30 12:26:47 +0000 2018,1787,1787,false,2077
1434406158081540000,1434406158081540097,TWucul,t_wucul,,31,501,1,Sun Sep 05 06:41:06 +0000 2021,473,473,false,630
975274892701683700,975274892701683717,Hayat Asad Ali Khan,k03007709535,,27,384,1,Sun Mar 18 07:37:08 +0000 2018,323,323,false,698
1475909200744095700,1475909200744095750,Mamun khan,Mamunkh99061502,,18,459,0,Tue Dec 28 19:19:20 +0000 2021,377,377,false,571
1497526429478645800,1497526429478645762,Md Azim68,Azim68Md,,122,3360,0,Sat Feb 26 10:58:36 +0000 2022,1759,1759,false,2644
1493887051040977000,1493887051040976898,Thanh Phong,ThanhPh88573148,,0,32,0,Wed Feb 16 09:56:46 +0000 2022,29,29,false,38
1286913337310101500,1286913337310101504,Alamin Rabbi 🚀,Alamin_Rabbi_,,150,1560,10,Sat Jul 25 06:37:13 +0000 2020,4741,4741,false,2566
1493867883285598200,1493867883285598208,Thanh Trung,ThanhTr03707798,,0,41,0,Wed Feb 16 08:40:35 +0000 2022,32,32,false,44
1453907292378656800,1453907292378656770,Selim Khan Shuva,ItzShuva,Bangladesh,45,168,6,Fri Oct 29 02:11:38 +0000 2021,121,121,false,227
1448646820498862000,1448646820498862083,Anamul Official,AnamulOfficial2,,79,4596,5,Thu Oct 14 13:48:32 +0000 2021,8027,8027,false,13560
1369463578076405800,1369463578076405766,Md abdul aziz,Mdabdul03642946,,240,3686,10,Wed Mar 10 01:42:25 +0000 2021,5651,5651,false,15100
1493886159042547700,1493886159042547712,Mộc Miên,McMin85887023,,0,33,0,Wed Feb 16 09:53:13 +0000 2022,28,28,false,34
1445478679992176600,1445478679992176650,One Extra Ordinary Guy,oneordina2,,308,283,3,Tue Oct 05 19:59:21 +0000 2021,3730,3730,false,895
1241719537055105000,1241719537055105025,Heart Of Dhaka,heartofdhaka,"Thakurgaon, Bangladesh",39,1010,7,Sun Mar 22 13:33:36 +0000 2020,850,850,false,1476
1381328400216850400,1381328400216850435,MD Kawser Ahamed,Kawser368911,"Dhaka, Bangladesh",17,770,2,Sun Apr 11 19:29:20 +0000 2021,661,661,false,1019
1200816794606293000,1200816794606292992,Ngọc Anh Aidrop,HunhVnnh9,,630,3346,9,Sat Nov 30 16:40:24 +0000 2019,2203,2203,false,3192
1357395125262033000,1357395125262032898,Jitendra singh Delwal,SinghDelwal,,107,1522,7,Thu Feb 04 18:27:33 +0000 2021,3285,3285,false,4002
961987371012149200,961987371012149249,Muhammad Umar,Umar116115,,364,1489,4,Fri Feb 09 15:37:16 +0000 2018,1852,1852,false,2658
1281038430663618600,1281038430663618561,Mh Redwan Tawsif,MhTawsif,,625,3782,3,Thu Jul 09 01:32:41 +0000 2020,3636,3636,false,7922
745840703708799000,745840703708798980,KULDEP RAJPOOT (kuldeep757.near) #BRG,kuldeeprrajpoot,G,318,2508,11,Thu Jun 23 04:47:35 +0000 2016,4919,4919,false,8205
1421104536878387200,1421104536878387206,Anisur_Rahman,Anisur_Rahman0,,30,616,4,Fri Jul 30 13:45:16 +0000 2021,981,981,false,1313
1468855073493057500,1468855073493057538,Văn Ðức Sinh,phita832,,0,84,0,Thu Dec 09 08:08:50 +0000 2021,52,52,false,76
831041976480854000,831041976480854016,Make in India,anonmmm4,,392,3547,4,Mon Feb 13 07:27:02 +0000 2017,3823,3823,false,6170
1493884446893756400,1493884446893756418,Tri Bảo,TriBo95352996,,0,35,0,Wed Feb 16 09:46:25 +0000 2022,28,28,false,33
1384965171517575200,1384965171517575171,Khennie Gee,Khennieg_,"Lagos, Nigeria",134,659,0,Wed Apr 21 20:20:22 +0000 2021,417,417,false,920
1513079371829022700,1513079371829022721,Md Uzzal Mollik,MdUzzal190,,2,308,0,Sun Apr 10 09:00:18 +0000 2022,239,239,false,338
1379057025426985000,1379057025426984962,HOANG VY,HOANGVY12S,,111,329,0,Mon Apr 05 13:03:21 +0000 2021,273,273,false,270
1395579950661468200,1395579950661468168,xuân thanh,mmo_ngocanh,,147,462,7,Fri May 21 03:19:39 +0000 2021,275,275,false,353
1468853810797760500,1468853810797760512,Trần Ðình Sang,loic27961,,0,85,0,Thu Dec 09 08:03:49 +0000 2021,58,58,false,83
1470337245047521300,1470337245047521282,Shihab Sabu,Sabu6Sabu,,97,1180,0,Mon Dec 13 10:18:23 +0000 2021,1780,1780,false,2929
1419923908334137300,1419923908334137345,Adepoju Mujeeb,AdepojuMujeeb9,,245,1379,7,Tue Jul 27 07:42:44 +0000 2021,1673,1673,false,3214
1388883183114981400,1388883183114981376,MD Salman 🔶 #BRG,MDSalman1418,,61,2859,5,Sun May 02 15:49:07 +0000 2021,3829,3829,false,6089
706281871,706281871,Omo Gbogbo Wa,sulha_,,1719,2813,4,Fri Jul 20 02:50:24 +0000 2012,5518,5518,false,639
1493882605787574300,1493882605787574272,Bảo Anh,BoAnh93754277,,0,34,0,Wed Feb 16 09:39:06 +0000 2022,30,30,false,36
1413352073949704200,1413352073949704193,Mahifal,Mahifal9,,25,2031,2,Fri Jul 09 04:19:55 +0000 2021,2190,2190,false,3370
1342883585687081000,1342883585687080966,Foloridina,foloridina,,12,868,4,Sat Dec 26 17:23:09 +0000 2020,920,920,false,1457
1323993869730472000,1323993869730471936,HA THAO,hoatham53,,105,298,0,Wed Nov 04 14:22:00 +0000 2020,244,244,false,268
1460176574041497600,1460176574041497602,amirtrader2021.crypto,amirtrader2021,,41,690,4,Mon Nov 15 09:23:30 +0000 2021,1288,1288,false,1254
514068333,514068333,Rex,Neo90852,,77,1773,2,Sun Mar 04 07:36:30 +0000 2012,452,452,false,3008
1493838167207645200,1493838167207645185,Tú Sương,TSng67144291,,1,19,0,Wed Feb 16 06:42:30 +0000 2022,12,12,false,20
1321830304860917800,1321830304860917761,MY TAM,mytami07,,128,351,0,Thu Oct 29 15:04:48 +0000 2020,276,276,false,288
1310131880977739800,1310131880977739777,Ozioma Chinaka,ChinakaOzioma,,39,284,1,Sun Sep 27 08:21:33 +0000 2020,156,156,false,341
1468851366114201600,1468851366114201601,Mai Hào Nghiệp,do7320454,,0,86,0,Thu Dec 09 07:54:06 +0000 2021,54,54,false,80
1322173752252100600,1322173752252100608,NGOC PHONG,ngocphongi05,,138,361,0,Fri Oct 30 13:49:30 +0000 2020,306,306,false,312
1376825800192712700,1376825800192712710,Hasan Ali ⚡️,Hasan00279955,,56,3640,6,Tue Mar 30 09:21:30 +0000 2021,4564,4564,false,6621
1493837283862413300,1493837283862413312,Việt Hương,VitHng60465170,,0,22,0,Wed Feb 16 06:39:00 +0000 2022,16,16,false,22
1022840738273321000,1022840738273320962,Md Salauddin🇧🇩sHoRt TrAdEr,mdsalauddin61,,230,2573,8,Fri Jul 27 13:46:50 +0000 2018,2026,2026,false,4731
1494268047879979000,1494268047879979010,Gia Linh,GiaLinh01518160,,0,34,0,Thu Feb 17 11:11:20 +0000 2022,29,29,false,36
1499450319444447200,1499450319444447236,Rozina Khatun #BRG,rozina845870,,13,1076,0,Thu Mar 03 18:23:33 +0000 2022,1195,1195,false,1790
1380065230244483000,1380065230244483084,Mandy,mandykayman,,149,949,0,Thu Apr 08 07:49:44 +0000 2021,710,710,false,1532
1468849979372368000,1468849979372367874,Thạch Thanh Sơn,tta76192,,1,91,1,Thu Dec 09 07:48:36 +0000 2021,52,52,false,79
3379346944,3379346944,Chikwendu Nzenwa,ccnzenwa,"Port Harcourt, Nigeria",50,829,0,Thu Jul 16 20:00:27 +0000 2015,24,24,false,25
1506933148373897200,1506933148373897221,Ola Jay,OlaJay91,,11,166,0,Thu Mar 24 09:57:29 +0000 2022,149,149,false,353
1494267110578860000,1494267110578860038,Lam Ngọc,LamNgc29537575,,0,33,0,Thu Feb 17 11:06:58 +0000 2022,32,32,false,40
1506925429323612200,1506925429323612160,Lucky Jay,LuckyJay1199,,11,186,0,Thu Mar 24 09:26:47 +0000 2022,170,170,false,401
1315189523052212200,1315189523052212225,Mr.Crypto,AhlamOthman9,Airdrop,71,1397,4,Sun Oct 11 07:16:42 +0000 2020,1185,1185,false,1646
1492083179892744200,1492083179892744213,Ola Mojay,Mendyola91,,41,251,0,Fri Feb 11 10:28:59 +0000 2022,196,196,false,471
1434408717768794000,1434408717768794119,Kecap Bangao,wuculx,,45,548,5,Sun Sep 05 06:51:37 +0000 2021,533,533,false,694
1468000898169196500,1468000898169196545,Modupe Esther,Modupestar,,27,528,7,Mon Dec 06 23:34:51 +0000 2021,488,488,false,1092
1519312660877041700,1519312660877041664,menarul Islam,menarulIslam11,,6,241,0,Wed Apr 27 13:49:11 +0000 2022,182,182,false,219
1503105459548573700,1503105459548573701,Akogun,Akogun1199,,34,291,0,Sun Mar 13 20:27:37 +0000 2022,258,258,false,566
303224920,303224920,nawaz ahmad,NawazNavaz07,"vancouver,canada",273,1223,3,Sun May 22 14:16:00 +0000 2011,2237,2237,false,3712
1494266317440176000,1494266317440176130,Kim Ngân,KimNgn72183011,,0,31,0,Thu Feb 17 11:03:49 +0000 2022,30,30,false,37
1480100555544428500,1480100555544428545,Shankor Chandra,ShankorChandra6,,35,1175,7,Sun Jan 09 08:54:16 +0000 2022,895,895,false,1135
1493833854951444500,1493833854951444480,Yến Mai,YnMai69997428,,0,24,0,Wed Feb 16 06:25:23 +0000 2022,17,17,false,23
1502382006331752400,1502382006331752449,Johnny M,Johnni94,,39,305,0,Fri Mar 11 20:32:53 +0000 2022,270,270,false,589
1460961112950595600,1460961112950595591,Lê Văn Nam,tieucahihi,,37,1249,2,Wed Nov 17 13:20:57 +0000 2021,1773,1773,false,3804
1507615890720051200,1507615890720051203,Hasan Ali,hasanaliind,,1709,1944,0,Sat Mar 26 07:10:24 +0000 2022,2,2,false,5
3127287959,3127287959,Shabab Slove,shabby_slove,,99,570,2,Sun Mar 29 19:41:50 +0000 2015,265,265,false,638
1493831274909565000,1493831274909564929,Quang Tùng,QuangTn29590661,,1,24,0,Wed Feb 16 06:15:07 +0000 2022,16,16,false,23
1370334820937654300,1370334820937654272,Monday Olaoluwa,OlaoluwaMonday,Nigeria,94,1137,2,Fri Mar 12 11:24:26 +0000 2021,1049,1049,false,2018
446878297,446878297,Won Changmin,sholaajibodu,"Lagos, Nigeria",193,3216,6,Mon Dec 26 07:44:35 +0000 2011,2869,2869,false,7647
1468847357160611800,1468847357160611840,Võ Việt Quốc,aico8884,,0,82,0,Thu Dec 09 07:38:11 +0000 2021,54,54,false,72
1494265399256690700,1494265399256690688,Nhã Thanh,NhThanh55581909,,0,34,0,Thu Feb 17 11:00:47 +0000 2022,29,29,false,36
889705530129698800,889705530129698816,MANI,Mani22207705,"Chennai, India",47,1065,3,Tue Jul 25 04:35:03 +0000 2017,747,747,false,1166
2711350943,2711350943,idowu david,idowudavid25,Ogun state,42,685,1,Mon Jul 14 22:05:00 +0000 2014,602,602,false,1477
1405265999893512200,1405265999893512201,Muslim Gafar,MuslimGafar4,,93,693,1,Wed Jun 16 20:51:15 +0000 2021,219,219,false,552
1207417836714377200,1207417836714377217,Fauzi87 🎏,Fauzi8719,,114,2542,3,Wed Dec 18 21:50:35 +0000 2019,986,986,false,3330
1376523571455873000,1376523571455873024,Md Bappi moral#BRG,bappi_moral,Khulna,91,2485,11,Mon Mar 29 13:16:20 +0000 2021,5636,5636,false,11370
1494264578003243000,1494264578003243009,Hữu Toàn,HuTon08054486,,0,37,0,Thu Feb 17 10:56:56 +0000 2022,31,31,false,40
1392122038614102000,1392122038614102016,Piotrek,Piotrek54287324,,0,17,0,Tue May 11 14:19:02 +0000 2021,1,1,false,11
1387828353512747000,1387828353512747018,Gil Shin,MorenikejiVict3,"Ibadan, Nigeria",35,547,1,Thu Apr 29 17:57:37 +0000 2021,427,427,false,708
1493867006994817000,1493867006994817025,Xuân Liễu,XunLiu07546784,,0,38,0,Wed Feb 16 08:37:06 +0000 2022,34,34,false,45
1442764315468046300,1442764315468046337,Learsi,Learsi0823,,38,1387,4,Tue Sep 28 08:13:27 +0000 2021,1463,1463,false,2146
1442717575599714300,1442717575599714304,ADARSH RAJ,ADARSHRAJ0104,,11,328,0,Tue Sep 28 05:07:40 +0000 2021,135,135,false,203
1175858336740327400,1175858336740327425,사 소오 s림안에 😀🎣🎏 $sparkle,tbslimane90,,258,2159,6,Sun Sep 22 19:44:21 +0000 2019,2092,2092,false,2834
955124176456749000,955124176456749057,Okereke Soromfechi David,SoromfechiDavid,"Portharcourt, Nigeria",12,344,0,Sun Jan 21 17:05:23 +0000 2018,64,64,false,206
1369398910167482400,1369398910167482378,Sami,Samira08783838,,18,320,3,Tue Mar 09 21:30:28 +0000 2021,90,90,false,333
1493828715163230200,1493828715163230209,Bảo Sơn,BoSn69657439,,0,24,0,Wed Feb 16 06:04:57 +0000 2022,19,19,false,27
996509615121682400,996509615121682432,THe_KeSGiN I XoiD,mdkesgin,,121,3404,11,Tue May 15 21:56:21 +0000 2018,3782,3782,false,9222
1137725994356359200,1137725994356359168,abdossa2,abdossa2,,51,3087,6,Sun Jun 09 14:19:49 +0000 2019,1022,1022,false,3214
1454807741847982000,1454807741847982081,Ahmad Oladigbolu,Scholarguy01,,83,861,4,Sun Oct 31 13:50:02 +0000 2021,651,651,false,1462
1494263714480279600,1494263714480279552,Mỹ Lan,MLan17006023,,0,35,0,Thu Feb 17 10:53:29 +0000 2022,30,30,false,37
1309175743050584000,1309175743050584067,Prevail Ozioma,PrevailOzioma,,56,592,2,Thu Sep 24 17:00:27 +0000 2020,285,285,false,691
1511971874342899700,1511971874342899713,Horkemmy,horkemmy,,22,174,0,Thu Apr 07 07:39:40 +0000 2022,115,115,false,183
1493827876906758100,1493827876906758147,Tuyết Loan,TuytLoa51562527,,0,23,0,Wed Feb 16 06:01:37 +0000 2022,19,19,false,27
1309026600105783300,1309026600105783296,Juliet Ozioma,JulietOzioma3,,93,1005,4,Thu Sep 24 07:07:52 +0000 2020,514,514,false,1181
1493827016499466200,1493827016499466243,Quốc Thiên,QucThin91384146,,1,20,0,Wed Feb 16 05:58:12 +0000 2022,6,6,false,15
1494262853506781200,1494262853506781184,Khánh Duy,KhnhDuy97921097,,0,35,0,Thu Feb 17 10:50:04 +0000 2022,31,31,false,38
949914408,949914408,Samson Effeng,Seffeng,Nigeria,8,218,3,Thu Nov 15 15:15:58 +0000 2012,86,86,false,147
1288028175310549000,1288028175310548994,🚀Airdrop Explore & Finder 🔥,Airdrop_Explore,,221,4709,12,Tue Jul 28 08:27:18 +0000 2020,4090,4090,false,5386
1196545086416445400,1196545086416445445,Adeniji Idris,adenijihedris01,,17,545,1,Mon Nov 18 21:46:10 +0000 2019,305,305,false,715
1494261995050205200,1494261995050205187,Tiến Công,TinCng73617143,,0,32,0,Thu Feb 17 10:46:39 +0000 2022,28,28,false,35
1518423240586240000,1518423240586240001,Emmanuel George,saintg225,,46,1127,0,Mon Apr 25 02:54:58 +0000 2022,1419,1419,false,1372
1420206423644917800,1420206423644917762,SUNNY RAJ,Sunnyra81838859,,61,2516,4,Wed Jul 28 02:16:50 +0000 2021,635,635,false,1144
1030864185960398800,1030864185960398848,Nduka Brëēzy Bëthēl,Breezybethel,Nigeria,190,2922,3,Sat Aug 18 17:09:09 +0000 2018,2521,2521,false,5875
1468841913876844500,1468841913876844546,Thi Hồng Sơn,troido695,,1,85,0,Thu Dec 09 07:16:33 +0000 2021,62,62,false,86
1456704282510647300,1456704282510647300,AbdulRamon Yusuff,RamonYusu8,"Osun, Nigeria",35,391,4,Fri Nov 05 19:25:54 +0000 2021,267,267,false,539
1458064851545231400,1458064851545231369,xNFT_ Marian,dropmafian,wao,111,1651,0,Tue Nov 09 13:32:35 +0000 2021,1664,1664,false,3199
1326833791587905500,1326833791587905537,FancyNancy,fancyberich,Metaverse,400,2292,8,Thu Nov 12 10:27:07 +0000 2020,6221,6221,false,7514
1351552135037644800,1351552135037644802,Preshokans▪️🇳🇬,Preshokans,My Space❤️,209,618,0,Tue Jan 19 15:28:51 +0000 2021,2886,2886,false,720
1494261113114235000,1494261113114234887,Vân Hà,VnH61849614,,0,35,0,Thu Feb 17 10:43:08 +0000 2022,30,30,false,38
959672341427994600,959672341427994624,Arafat.net,ArafatH178,,32,738,6,Sat Feb 03 06:18:10 +0000 2018,385,385,false,631
1452887158243483600,1452887158243483652,⚡Azizul Hoque⚡️,Azizulhoque2097,,477,3246,11,Tue Oct 26 06:37:55 +0000 2021,3757,3757,false,7047
1350087228370907100,1350087228370907136,soheyl.eth,soheil_sarrafi,,110,856,3,Fri Jan 15 14:27:44 +0000 2021,9198,9198,false,894
1429006368376250400,1429006368376250371,javid 🌊 (1 ➝ 2),hamedM142,,82,1016,1,Sat Aug 21 09:04:12 +0000 2021,1242,1242,false,1172
1493823648632754200,1493823648632754176,Thu Mai,ThuMai58918056,,0,28,0,Wed Feb 16 05:44:49 +0000 2022,30,30,false,37
1201380622293512200,1201380622293512192,اظͫــͣــͥــہر,Rare_pk,United Arab Emirates,1584,3515,9,Mon Dec 02 06:00:46 +0000 2019,4514,4514,false,6261
1078920162059976700,1078920162059976704,SUNIL YADAV,Sunil16090786,Lucknow,96,153,1,Sat Dec 29 07:46:26 +0000 2018,449,449,false,968
1381696362002137000,1381696362002137089,Maryam,Maryambtc,,18,278,2,Mon Apr 12 19:51:07 +0000 2021,178,178,false,423
1468840640632918000,1468840640632918017,Lưu Minh Huấn,benta7954,,0,86,0,Thu Dec 09 07:11:29 +0000 2021,60,60,false,84
1494258978297364500,1494258978297364483,Mộng Nguyệt,MngNguyt5,,0,38,0,Thu Feb 17 10:34:40 +0000 2022,29,29,false,35
73473840,73473840,@Ukraine Win join Us & #OSMO #Atom #DeFi #Bitcoin,bogymen,Universa,4234,4990,22,Fri Sep 11 20:20:24 +0000 2009,74323,74323,false,60067
985931648490389500,985931648490389504,Irfan Mohd,Irfanmohd007,"Kerala, India",118,1529,11,Mon Apr 16 17:23:17 +0000 2018,941,941,false,1696
1280881519985414100,1280881519985414144,MOEIN❄️,MoeinBTC,,109,1171,3,Wed Jul 08 15:09:01 +0000 2020,2080,2080,false,1876
1498565493669924900,1498565493669924865,Alamin Parves 🔶,Alaminp146,,15,300,0,Tue Mar 01 07:47:23 +0000 2022,102,102,false,283
3153821259,3153821259,Kolawole Agbadaola,kayzeal30,,8,205,0,Fri Apr 10 15:07:49 +0000 2015,287,287,false,454
113214840,113214840,Miles🇺🇦🕊,IsteeHayatt,london,491,2498,9,Thu Feb 11 02:30:53 +0000 2010,59560,59560,false,15252
1321478894747152400,1321478894747152385,Mahadi hasan,tips_mh,,32,2013,5,Wed Oct 28 15:48:24 +0000 2020,2627,2627,false,3749
1132846704,1132846704,Kamran Ahmed,kamran0174,Sylhet Bangladesh,283,2664,1,Wed Jan 30 03:45:02 +0000 2013,6043,6043,false,4598
1493821039645585400,1493821039645585409,Đông Hải,ngHi18076392,,0,34,0,Wed Feb 16 05:34:27 +0000 2022,24,24,false,37
1494258124563255300,1494258124563255296,Hồng Ngân,HngNgn34531219,,0,43,0,Thu Feb 17 10:31:16 +0000 2022,27,27,false,34
1468839388217938000,1468839388217937924,Vũ Ðình Nam,dannhau9,,0,86,0,Thu Dec 09 07:06:31 +0000 2021,57,57,false,84
1493820213888168000,1493820213888167941,Kiều Dung,KiuDung52313938,,0,26,0,Wed Feb 16 05:31:10 +0000 2022,27,27,false,35
1155117012911157200,1155117012911157249,Jumaroh.DOA,Jumaroh61,,36,280,3,Sat Jul 27 14:05:31 +0000 2019,87,87,false,298
2932001703,2932001703,OKORIE ONYENATURUCHI CHUKWU,trendydanielo,,176,2016,3,Fri Dec 19 13:50:36 +0000 2014,664,664,false,2869
3219182918,3219182918,Kcnshome,kcnshome,,22,790,1,Mon May 18 09:24:27 +0000 2015,643,643,false,1236
1494257155079237600,1494257155079237637,Phương Quân,PhngQun20908293,,0,33,0,Thu Feb 17 10:27:25 +0000 2022,25,25,false,33
1493819344392167400,1493819344392167424,Kim Tuyền,KimTuyn74557295,,0,25,0,Wed Feb 16 05:27:43 +0000 2022,25,25,false,35
1351279229300830200,1351279229300830209,Okwowe_Favour🔶,FavourO28891910,,86,1521,8,Mon Jan 18 21:24:42 +0000 2021,1153,1153,false,1620
1386785740722516000,1386785740722515969,Ziag,Ziag00775088,,58,410,4,Mon Apr 26 20:54:32 +0000 2021,2776,2776,false,4159
459953758,459953758,Yawar Abbas,yawarabbasp,,89,800,2,Tue Jan 10 07:04:10 +0000 2012,641,641,false,1466
1000121639806251000,1000121639806251008,Ramazda,rdt1020,,33,528,3,Fri May 25 21:09:15 +0000 2018,492,492,false,657
1468838224516681700,1468838224516681728,Úc Hiếu Nghĩa,bbe91801,,1,84,0,Thu Dec 09 07:01:52 +0000 2021,65,65,false,83
1286581770188595200,1286581770188595201,Crypto Earner,CryptoEarner12,,143,3142,7,Fri Jul 24 08:39:41 +0000 2020,1019,1019,false,1688
1521943241997885400,1521943241997885445,Raheel,Raheel49240567,United Arab Emirates,17,38,0,Wed May 04 20:02:13 +0000 2022,3,3,false,2
1436642512148439000,1436642512148439040,o23,sindavid5,,13,176,2,Sat Sep 11 10:47:32 +0000 2021,43,43,false,40
1494255040366018600,1494255040366018563,Hạ Tiên,HTin98485895,,0,37,0,Thu Feb 17 10:19:01 +0000 2022,31,31,false,40
2168184996,2168184996,Riva ♤,rivaallicia,Indonesia,21,68,0,Fri Nov 01 10:21:26 +0000 2013,66,66,false,106
1493817623137898500,1493817623137898498,Xuân Hiếu,XunHiu91215380,,0,25,0,Wed Feb 16 05:20:53 +0000 2022,23,23,false,33
1400443005304119300,1400443005304119303,Abdullah Al Shahadat,shahadat9120,Hathazari,90,3078,3,Thu Jun 03 13:24:28 +0000 2021,2739,2739,false,6072
1389404559122976800,1389404559122976772,quangnguyen,quangng16115973,,24,1827,7,Tue May 04 02:20:45 +0000 2021,2508,2508,false,3381
978838556,978838556,Aliyu_Musa_Babangida💥🇳🇬,AliuMusa2,Mx city,175,2255,9,Thu Nov 29 17:55:30 +0000 2012,2033,2033,false,2879
1218939299619467300,1218939299619467269,@asrafulcreation ⚡,asrafulcreation,,124,2542,6,Sun Jan 19 16:52:43 +0000 2020,2503,2503,false,4991
1493816798663577600,1493816798663577606,Sao Mai,SaoMai67833831,,0,26,0,Wed Feb 16 05:17:36 +0000 2022,25,25,false,35
1494254160308760600,1494254160308760578,Thuận Bách,ThunBch19,,0,36,0,Thu Feb 17 10:15:31 +0000 2022,30,30,false,36
1114095639992913900,1114095639992913920,Tech Earning Support,nehajai123,,539,2099,5,Fri Apr 05 09:21:14 +0000 2019,1320,1320,false,2977
1201760130015957000,1201760130015956992,Biddut mia,Biddutmia1,,57,1197,1,Tue Dec 03 07:08:51 +0000 2019,889,889,false,1600
1457825816113471500,1457825816113471494,Nafiu Olaide,olaide_nafiu,,28,445,2,Mon Nov 08 21:42:49 +0000 2021,189,189,false,367
1452974366166241300,1452974366166241283,Israel,Izzydefi,,54,234,0,Tue Oct 26 12:24:41 +0000 2021,255,255,false,442
1314934726046756900,1314934726046756865,Daniel Olufunso,OlufunsoDaniel,,41,411,2,Sat Oct 10 14:25:12 +0000 2020,768,768,false,725
1207740114098512000,1207740114098511872,Tekchand Meena,TekchandMeena4,,630,4727,12,Thu Dec 19 19:11:07 +0000 2019,2252,2252,false,3702
1219176637364764700,1219176637364764672,rosu65 #BRG,rosu651,,431,4141,5,Mon Jan 20 08:35:55 +0000 2020,4767,4767,false,10566
1477775737893621800,1477775737893621764,Pamilerin isaac,pamdycryps,,21,64,0,Sun Jan 02 22:56:23 +0000 2022,666,666,false,676
1468834397251981300,1468834397251981314,Đặng Việt Nhân,nhauchau32,,1,79,3,Thu Dec 09 06:46:41 +0000 2021,48,48,false,64
1493815076041945000,1493815076041945088,Phi Yến,PhiYn21078980,,0,29,0,Wed Feb 16 05:10:45 +0000 2022,26,26,false,37
1376498428939747300,1376498428939747331,cryptomania099,cryptomania099,,12,93,1,Mon Mar 29 11:36:45 +0000 2021,323,323,false,518
1515767530559737900,1515767530559737857,Qatar Sen,shaldar916,,6,340,1,Sun Apr 17 19:02:20 +0000 2022,338,338,false,382
246923263,246923263,"Green Wojak (wassie, verse)",orangejuice119,,131,289,4,Thu Feb 03 18:54:09 +0000 2011,1585,1585,false,2291
3385106483,3385106483,Yayan,gbolahanbukoye,Nigeria,64,1115,4,Mon Jul 20 22:52:51 +0000 2015,819,819,false,1333
1287794523356053500,1287794523356053505,Shohan Mollik,Vjshohan5,Dhaka,146,1773,28,Mon Jul 27 16:58:45 +0000 2020,2300,2300,false,4371
1493811757546356700,1493811757546356736,Kim Trang,KimTran03934641,,0,25,0,Wed Feb 16 04:57:34 +0000 2022,26,26,false,35
1421390323037528000,1421390323037528068,Crypto_M.A.K,Aaqib315,,33,667,8,Sat Jul 31 08:40:49 +0000 2021,1378,1378,false,1147
1493809654274859000,1493809654274859010,Hồng Liên,HngLin01917027,,0,24,0,Wed Feb 16 04:49:13 +0000 2022,22,22,false,30
1211259574721769500,1211259574721769472,Ankit Singh,kalvhairab,India,39,205,1,Sun Dec 29 12:16:11 +0000 2019,48,48,false,149
1454165125250764800,1454165125250764803,Bustomi,HydiraCrypto,,20,1193,3,Fri Oct 29 19:17:06 +0000 2021,1237,1237,false,2571
1344316593967251500,1344316593967251456,almasud,masud48536557,,268,1563,3,Wed Dec 30 16:17:22 +0000 2020,889,889,false,1765
1494249106797363200,1494249106797363200,Thiên Hà,ThinH28682985,,0,36,0,Thu Feb 17 09:55:26 +0000 2022,32,32,false,42
1439499015918289000,1439499015918288896,rbabu,Rbabudme,,34,724,2,Sun Sep 19 07:58:26 +0000 2021,718,718,false,1148
1468831912848289800,1468831912848289793,Phan Hoàng Minh,nhanhat10,,0,82,0,Thu Dec 09 06:36:50 +0000 2021,59,59,false,86
1493808800549073000,1493808800549072896,Diễm Quỳnh,DimQunh67524195,,0,24,0,Wed Feb 16 04:45:49 +0000 2022,24,24,false,33
1513126253158715400,1513126253158715397,Marcin Borowiec,ferb1980,"London, England",2,39,0,Sun Apr 10 12:07:11 +0000 2022,130,130,false,7
795836260837457900,795836260837457920,AISBERG,AisbergXD,Metaverse,51,270,2,Tue Nov 08 03:52:05 +0000 2016,557,557,false,53
1378671368238170000,1378671368238170114,Shahin,Ali63299662,,85,3629,6,Sun Apr 04 11:30:56 +0000 2021,5110,5110,false,9326
874807174471352300,874807174471352320,Laxmikanta Das🎏,lkdas546,,91,1613,5,Wed Jun 14 01:54:18 +0000 2017,2128,2128,false,2569
1493807953660428300,1493807953660428289,Mỹ Lan,MLan98508780,,0,23,0,Wed Feb 16 04:42:27 +0000 2022,25,25,false,33
1494248226299719700,1494248226299719687,An Nam,AnNam33470761,,0,36,0,Thu Feb 17 09:51:56 +0000 2022,33,33,false,46
876503947711795200,876503947711795200,ali azargoon,zartoshtkabir1,,4,174,0,Sun Jun 18 18:16:40 +0000 2017,96,96,false,197
